Team: Deportivo Madryn vs Racing de Cordoba, Probability: 63, Prediction: Under, Scores: None, IsSuccess: None
Team: Rolim de Moura/RO vs Barcelona/RO, Probability: 70, Prediction: Under, Scores: None, IsSuccess: None
Team: Ferroviária/SP vs São José EC, Probability: 72, Prediction: Under, Scores: None, IsSuccess: None
Team: Alvarado Mar del Plata vs CA Atlanta, Probability: 62, Prediction: Under, Scores: None, IsSuccess: None
Team: Deportivo Garcilaso vs CD Comerciantes, Probability: 60, Prediction: Under, Scores: None, IsSuccess: None
Team: Deportivo Maipú vs Quilmes AC, Probability: 64, Prediction: Under, Scores: None, IsSuccess: None
Team: Olancho vs Juticalpa, Probability: 73, Prediction: Under, Scores: None, IsSuccess: None
Team: Concórdia AC/SC vs Brusque FC/SC, Probability: 67, Prediction: Under, Scores: None, IsSuccess: None
Team: Joinville vs Santa Catarina, Probability: 80, Prediction: Under, Scores: None, IsSuccess: None
Team: Luverdense vs CEOV MS, Probability: 61, Prediction: Under, Scores: None, IsSuccess: None
Team: Platense (SLV) vs Municipal Limeño, Probability: 69, Prediction: Under, Scores: None, IsSuccess: None
Team: Olimpia Asunción vs Sportivo Trinidense, Probability: 60, Prediction: Under, Scores: None, IsSuccess: None
Team: Figueirense vs Caravaggio, Probability: 70, Prediction: Under, Scores: None, IsSuccess: None
count True : 0,   count False : 0, count None : 528 



Gnidlo Sergiy
